Time Axis,Step Response
6.6796875E-08,4.8658405903065
6.71875E-08,4.86935261960302
6.7578125E-08,4.87275397627375
6.796875E-08,4.87604799237794
6.8359375E-08,4.87923790739561
6.875E-08,4.88232687040259
6.9140625E-08,4.88531794221626
6.953125E-08,4.88821409751082
6.9921875E-08,4.89101822690127
7.03125E-08,4.89373313899549
7.0703125E-08,4.89636156241355
7.109375E-08,4.8989061477739
7.1484375E-08,4.90136946964584
7.1875E-08,4.90375402846803
7.2265625E-08,4.90606225243262
7.265625E-08,4.90829649933481
7.3046875E-08,4.91045905838776
7.34375E-08,4.91255215200262
7.3828125E-08,4.91457793753381
7.421875E-08,4.91653850898941
7.4609375E-08,4.91843589870683
7.5E-08,4.92027207899385
7.5390625E-08,4.92204896373518
7.578125E-08,4.92376840996479
